term,en,pl
Examine/DeskExamBirdsInk/Section ds1,mhm,mhm
Examine/DeskExamBirdsPen/Section ds0,birds badly drawn with a ballpoint pen,ptaki kiepsko narysowane długopisem
Examine/DeskExamBirdsPen/Section ds1,mhm,mhm
Examine/DeskExamBirdsPencil/Section ds0,birds badly drawn in pencil,ptaki kiepsko narysowane ołówkiem
Examine/DeskExamBirdsPencil/Section ds1,mhm,mhm
Examine/DeskExamInkwell/Section ds0,an old fashioned inkwell. There's a little black ink still inside.,staromodny kałamarz. Wciąż jest w nim trochę czarnego atramentu.
Examine/DeskExamInkwell/Section ds1,mhm,mhm
Examine/DeskExamPen/Section ds0,a ballpoint pen,długopis
Examine/DeskExamPen/Section ds1,mhm,mhm
Examine/DeskExamPencil/Section ds0,a pencil,ołówek
Examine/DeskExamPencil/Section ds1,mhm,mhm
Examine/DeskExamQuill/Section ds0,a quill,gęsie pióro
Examine/DeskExamQuill/Section ds1,mhm,mhm
Examine/DeskExamRip/Section ds0,A page has been ripped out,Wyrwano stronę
Examine/DeskExamRip/Section ds1,mhm,mhm
Examine/DeviceOffline/Section ds0,This device is currently offline. Any existing cloud saves will not be available.,To urządzenie jest obecnie offline. Wszelkie istniejące zapisy w chmurze nie będą dostępne.
Examine/Entering Grand Hall Night/Section ds12,...how long were we [h]down[/h] there?,...jak długo byliśmy [h]tam[/h] na dole?
Examine/Entering Grand Hall Night/Section ds8,Whoa. It's dark all of a sudden.,Ojej. Nagle zrobiło się ciemno.
Examine/ExamineFifisBoard/Section ds0,Fifi's got something pinned up here.,Fifi ma tu coś przypięte.
Examine/ExamineFifisBoard/Section ds2,What [h]is[/h] all this...?,Co to [h]wszystko[/h] jest...?
Examine/ExamineFifisBoard/Section ds2 Choice 1,Look closer.,Przyjrzyj się bliżej.
Examine/ExamineFifisBoard/Section ds2 Choice 2,Leave it alone.,Zostaw to w spokoju.
Examine/ExamineFifisbase/Section ds0,Nice room.,Ładny pokój.
Examine/ExamineFifisbase/Section ds2,It's a [h]mess.[/h],To [h]bałagan.[/h]
Examine/ExamineFifisbase/Section ds4,-but yeah.,-ale tak.
Examine/ExamineFifisbear/Section ds0,"Don't think you can get out of being questioned, just because you're a [h]bear[/h].","Nie myśl, że unikniesz przesłuchania tylko dlatego, że jesteś [h]misiem[/h]."
Examine/ExamineFifisbear/Section ds2,A new suspect!,Nowy podejrzany!
Examine/ExamineFifisbear/Section ds4,"I'm innocent, I promise!","Jestem niewinny, przysięgam!"
Examine/ExamineFifisbear/Section ds8,Save it for the judge.,Zachowaj to na rozprawę.
Examine/ExamineFifisbed/Section ds0,It's a bed.,To łóżko.
Examine/ExamineFifisbed/Section ds2,Barely.,Ledwo.
Examine/ExamineFifisbookshelf/Section ds0,That's a [h]whole[/h] lot of books.,To [h]naprawdę[/h] mnóstwo książek.
Examine/ExamineFifischandeleirs/Section ds0,"Crystal chandeliers...
[h]Extra[/h] fancy.","Kryształowe żyrandole...
[h]Wyjątkowo[/h] wystawne."
Examine/ExamineFifischandeleirs/Section ds2,Plus they're kinda dusty.,No i są trochę zakurzone.
Examine/ExamineFifischandeleirs/Section ds7,"I dunno.
They just seem old-fashioned to me.","Nie wiem.
Dla mnie wyglądają po prostu staroświecko."
Examine/ExamineFifisdesk/Section ds0,What's that big book on the desk?,Co to za wielka księga na biurku?
Examine/ExamineFifisdesk/Section ds2,Looks like something Fifi's been writing...,"Wygląda na coś, co pisała Fifi..."
Examine/ExamineFifisdesk/Section ds4,-is it a clue?,-czy to trop?
Examine/ExamineFifisdesk/Section ds5,I hope not...,"Mam nadzieję, że nie..."
Examine/ExamineFifisdesk/Section ds6,It's just a bunch of notes about her microbiology experiments.,To tylko notatki z jej eksperymentów mikrobiologicznych.
Examine/ExamineFifisdrink/Section ds0,"I don't know what that drink is, but I bet it's ninety [h]nine[/h] percent sugar.","Nie wiem, co to za napój, ale założę się, że to dziewięćdziesiąt [h]dziewięć[/h] procent cukru."
Examine/ExamineFifisdrink/Section ds2,I'd read you the ingredients... ,Przeczytałbym ci skład... 
Examine/ExamineFifisdrink/Section ds4,That's even worse.,To jeszcze gorsze.
Examine/ExamineFifisdrink/Section ds5,But there's nothing written on the can.,Ale na puszce nic nie ma napisane.
Examine/ExamineFifisfloorpapers/Section ds0,Scientific formulas.,Wzory naukowe.
Examine/ExamineFifisfloorpapers/Section ds4,I'll openly admit I have no idea what any of it means.,"Otwarcie przyznaję, że nie mam pojęcia, co to wszystko znaczy."
Examine/ExamineFifisfloorpapers/Section ds5,Probably.,Prawdopodobnie.
Examine/ExamineFifisjunk/Section ds0,"Boxes.
","Pudła.
"
Examine/ExamineFifisjunk/Section ds4,...of stuff.,...pełne rzeczy.
Examine/ExamineFifismagnif/Section ds0,"It's a magnifying glass.
A big one.","To szkło powiększające.
Duże."
Examine/ExamineFifismagnif/Section ds2,How come [h]you[/h] don't have one of those?,Czemu [h]ty[/h] takiego nie masz?
Examine/ExamineFifismagnif/Section ds4,Why? Because I'm a detective?,Czemu? Bo jestem detektywem?
Examine/ExamineFifismagnif/Section ds7,"Should I start smoking a pipe, too?",Powinienem może też zacząć palić fajkę?
Examine/ExamineFifismagnif/Section ds8,You couldn't pull off a pipe.,Nie udźwignąłbyś fajki.
Examine/ExamineFifismagnif/Section ds9,...,...
Examine/ExamineFifisposters/Section ds2,Homemade posters.,Domowej roboty plakaty.
Examine/ExamineFifisposters/Section ds5,This one's about the Pythagoras theorem.,Ten jest o twierdzeniu Pitagorasa.
Examine/ExamineFifisposters/Section ds6,"I've not heard of that band.
Are they any good?","Nie słyszałem o tym zespole.
Są dobrzy?"
Examine/ExamineFifisrubbish/Section ds0,...stuff Fifi's thrown away.,"...rzeczy, które Fifi wyrzuciła."
Examine/ExamineFifisrubbish/Section ds2,You gonna rummage through the trash can?,Zamierzasz grzebać w koszu na śmieci?
Examine/ExamineFifisrubbish/Section ds4,"No? That is quite beneath me, thankyou.","Nie? To trochę poniżej mojej godności, dziękuję."
Examine/ExamineFifisrubbish/Section ds5,I give it [h]five[/h] minutes before you're in there.,"Daję ci [h]pięć[/h] minut, zanim tam wylądujesz."
Examine/ExamineFifiswindow/Section ds0,"A pretty ornate window...
With a [h]great[/h] view of the lake.","Całkiem ozdobne okno...
Ze [h]wspaniałym[/h] widokiem na jezioro."
Examine/ExamineFifiswindow/Section ds2,"We're supposed to be looking for clues, not assessing the real estate value.","Mamy szukać tropów, a nie oceniać wartość nieruchomości."
Examine/ExamineFifiswindow/Section ds4,"And over here, you'll see the owner's used sheets of paper to block out all that unnecessary natural light.","A tutaj z kolei widzą państwo, jak właścicielka użyła kartek papieru, żeby zablokować całe to niepotrzebne naturalne światło."
Examine/ExamineFifiswindow/Section ds5,"A simple trick, but it really transforms the space.","Prosta sztuczka, ale naprawdę zmienia przestrzeń."
Examine/ExamineSnowglobe/Section ds0,It's a model of Tangle Tower. There's the lake... and those weird mountains...,To model Tangle Tower. Tu jest jezioro... i te dziwne góry...
Examine/ExamineSnowglobe/Section ds5,That would make an [h]amazing[/h] souvenir.,Byłaby z tego [h]niesamowita[/h] pamiątka.
Examine/ExamineSnowglobe/Section ds6,Hey... look at that!,Hej... spójrz na to!
Examine/ExamineSnowglobe/Section ds7,...,...
Examine/ExamineSnowglobe/Section ds8,What are you thinking?,O czym myślisz?
Examine/FamilyTreeBuck1/Section ds0,Buck Brackley.,Buck Brackley.
Examine/FamilyTreeBuck1/Section ds1,What - a - name.,Co - za - imię.
Examine/FamilyTreeBuck1/Section ds2,Do you think he still lives here?,"Myślisz, że wciąż tu mieszka?"
Examine/FamilyTreeBuck2/Section ds0,Buck Brackley.,Buck Brackley.
Examine/FamilyTreeBuck2/Section ds2,I guess he doesn't live here anymore...,Chyba już tu nie mieszka...
Examine/FamilyTreeDamian1/Section ds0,"Whoa. 
...is it too late to change my name to Detective Dusk?","Ojej. 
...czy to za późno, żeby zmienić nazwisko na Detektyw Dusk?"
Examine/FamilyTreeDamian1/Section ds1,Damian Dusk.,Damian Dusk.
Examine/FamilyTreeDamian1/Section ds2,Do you think he still lives here?,"Myślisz, że wciąż tu mieszka?"
Examine/FamilyTreeDamian1/Section ds3,...it's Freya's father.,...to ojciec Freyi.
Examine/FamilyTreeDamian2/Section ds1,Damian Dusk.,Damian Dusk.
Examine/FamilyTreeDamian2/Section ds2,I guess he doesn't live here anymore.,Chyba już tu nie mieszka.
Examine/FamilyTreeDamian2/Section ds3,...it's Freya's father.,...to ojciec Freyi.
Examine/FamilyTreeEdge/Section ds0,Pretty.,Ładne.
Examine/FamilyTreeEdge/Section ds1,Even the little-blue-dragon-snake-thing at the bottom?,Nawet ta mała niebiesko-smoczo-wężowa rzecz na dole?
Examine/FamilyTreeEdge/Section ds2,[h]Especially[/h] the little-blue-dragon-snake-thing at the bottom.,[h]Zwłaszcza[/h] ta mała niebiesko-smoczo-wężowa rzecz na dole.
Examine/FamilyTreeEmily1/Section ds0,...,...
Examine/FamilyTreeEmily1/Section ds1,Emily Everstone.,Emily Everstone.
Examine/FamilyTreeEmily1/Section ds2,Do you think she still lives here?,"Myślisz, że wciąż tu mieszka?"
Examine/FamilyTreeEmily2/Section ds1,Emily Everstone.,Emily Everstone.
Examine/FamilyTreeEmily2/Section ds2,I guess she doesn't live here anymore...,Chyba już tu nie mieszka...
Examine/FamilyTreeFelicia1/Section ds0,Felicia Fellow.,Felicia Fellow.
Examine/FamilyTreeFelicia1/Section ds1,Freya's mother.,Matka Freyi.
Examine/FamilyTreeFelicia1/Section ds2,Do you think she still lives here?,"Myślisz, że wciąż tu mieszka?"
Examine/FamilyTreeFelicia2/Section ds0,Felicia Fellow.,Felicia Fellow.
Examine/FamilyTreeFelicia2/Section ds1,Freya's mother.,Matka Freyi.
Examine/FamilyTreeFelicia2/Section ds2,I guess she doesn't live here anymore...,Chyba już tu nie mieszka...
Examine/FamilyTreeFelix1/Section ds0,Felix Fellow.,Felix Fellow.
Examine/FamilyTreeFelix1/Section ds2,Do you think he still lives here?,"Myślisz, że wciąż tu mieszka?"
Examine/FamilyTreeFelix1/Section ds3,Looks like he married his way into the Remington family.,"Wygląda, że wżenił się w rodzinę Remington."
Examine/FamilyTreeFelix2/Section ds0,Felix Fellow.,Felix Fellow.
Examine/FamilyTreeFelix2/Section ds2,We met him. He's one of the suspects.,Poznaliśmy go. Jest jednym z podejrzanych.
Examine/FamilyTreeFifi1/Section ds0,Fiona Fellow.,Fiona Fellow.
Examine/FamilyTreeFifi1/Section ds1,She's half Fellow and half Remington.,"Jest w połowie Fellow, w połowie Remington."
Examine/FamilyTreeFifi1/Section ds2,Do you think she still lives here?,"Myślisz, że wciąż tu mieszka?"
Examine/FamilyTreeFifi1/Section ds3,Dead centre - [i]she[/i] must be important.,Dokładnie na środku - [i]ona[/i] musi być ważna.
Examine/FamilyTreeFifi2/Section ds0,Fiona Fellow.,Fiona Fellow.
Examine/FamilyTreeFifi2/Section ds2,We met her. She's one of the suspects.,Poznaliśmy ją. Jest jedną z podejrzanych.
Examine/FamilyTreeFitz1/Section ds0,Do you think he still lives here?,"Myślisz, że wciąż tu mieszka?"
Examine/FamilyTreeFitz1/Section ds1,Fitz Fellow.,Fitz Fellow.
Examine/FamilyTreeFitz1/Section ds3,Half Fellow. Half Everstone.,W połowie Fellow. W połowie Everstone.
Examine/FamilyTreeFitz2/Section ds0,We met him. He's one of the suspects.,Poznaliśmy go. Jest jednym z podejrzanych.
Examine/FamilyTreeFitz2/Section ds1,Fitz Fellow.,Fitz Fellow.
Examine/FamilyTreeFlint1/Section ds0,Flint Fellow.,Flint Fellow.
Examine/FamilyTreeFlint1/Section ds1,"A purebred Fellow, if there ever was one.","Czystej krwi Fellow, jeśli w ogóle jacyś tacy istnieli."
Examine/FamilyTreeFlint1/Section ds2,Do you think he still lives here?,"Myślisz, że wciąż tu mieszka?"
Examine/FamilyTreeFlint1/Section ds4,"Married a randomer, though.",Poślubił jednak przypadkową osobę.
Examine/FamilyTreeFlint2/Section ds0,Flint Fellow.,Flint Fellow.
Examine/FamilyTreeFlint2/Section ds2,I guess he doesn't live here anymore...,Chyba już tu nie mieszka...
Examine/FamilyTreeFlora1/Section ds0,Flora Remington.,Flora Remington.
Examine/FamilyTreeFlora1/Section ds1,I think she's mentioned in our case file...,Chyba jest wspomniana w naszych aktach...
Examine/FamilyTreeFlora2/Section ds0,Flora Remington.,Flora Remington.
Examine/FamilyTreeFlora2/Section ds1,We met her. She's one of the suspects.,Poznaliśmy ją. Jest jedną z podejrzanych.
Examine/FamilyTreeFreya/Section ds0,Freya Fellow.,Freya Fellow.
Examine/FamilyTreeFreya/Section ds1,The murder victim.,Ofiara morderstwa.
Examine/FamilyTreeFreya/Section ds2,She's barely related to the main family at all.,Ledwo jest w ogóle spokrewniona z główną rodziną.
Examine/FamilyTreeLadyFellow/Section ds0,Lady Fellow.,Lady Fellow.
Examine/FamilyTreeLadyFellow/Section ds1,Do these people not have first names?,Ci ludzie nie mają imion?
Examine/FamilyTreeLadyPoint/Section ds0,Lady Pointer.,Lady Pointer.
Examine/FamilyTreeLadyPoint/Section ds1,How [h]do[/h] you become a Lady?,Jak [h]zostaje[/h] się Lady?
Examine/FamilyTreeLadyPoint/Section ds2,[h]I[/h] want to be a Lady.,[h]Ja[/h] chcę być Lady.
Examine/FamilyTreeLadyRem/Section ds0,Lady Remington.,Lady Remington.
Examine/FamilyTreeLadyRem/Section ds1,I think I have one of those in my bathroom...,Chyba mam taką w swojej łazience...
Examine/FamilyTreeLordFellow/Section ds0,Looks like he was married twice.,"Wygląda, że był żonaty dwukrotnie."
Examine/FamilyTreeLordFellow/Section ds1,Lord Fellow.,Lord Fellow.
Examine/FamilyTreeLordFellow/Section ds2,Scandal.,Skandal.
Examine/FamilyTreeLordPoint/Section ds0,This goes back a couple of generations...,To cofa się o parę pokoleń...
Examine/FamilyTreeLordPoint/Section ds1,Lord Pointer.,Lord Pointer.
Examine/FamilyTreeLordRem/Section ds0,He sounds important.,Brzmi na ważnego.
Examine/FamilyTreeLordRem/Section ds1,Lord Remington.,Lord Remington.
Examine/FamilyTreePandora1/Section ds0,"...all this alliteration isn't happening by accident, is it?","...cała ta aliteracja nie dzieje się przypadkiem, prawda?"
Examine/FamilyTreePandora1/Section ds1,Pandora Pointer.,Pandora Pointer.
Examine/FamilyTreePandora1/Section ds2,Do you think she still lives here?,"Myślisz, że wciąż tu mieszka?"
Examine/FamilyTreePandora2/Section ds1,Pandora Pointer.,Pandora Pointer.
Examine/FamilyTreePandora2/Section ds2,I guess she doesn't live here anymore...,Chyba już tu nie mieszka...
Examine/FamilyTreePenny1/Section ds0,"Half Pointer, half... Brackley.","W połowie Pointer, w połowie... Brackley."
Examine/FamilyTreePenny1/Section ds1,Penelope Pointer.,Penelope Pointer.
Examine/FamilyTreePenny1/Section ds2,Do you think she still lives here?,"Myślisz, że wciąż tu mieszka?"
Examine/FamilyTreePenny2/Section ds1,Penelope Pointer.,Penelope Pointer.
Examine/FamilyTreePenny2/Section ds2,We met her. She's one of the suspects.,Poznaliśmy ją. Jest jedną z podejrzanych.
Examine/FamilyTreePercival1/Section ds0,Percival Pointer.,Percival Pointer.
Examine/FamilyTreePercival1/Section ds1,He married into the Remington family...,Wżenił się w rodzinę Remington...
Examine/FamilyTreePercival1/Section ds2,Do you think he still lives here?,"Myślisz, że wciąż tu mieszka?"
Examine/FamilyTreePercival2/Section ds0,Percival Pointer.,Percival Pointer.
Examine/FamilyTreePercival2/Section ds2,We met him. He's one of the suspects.,Poznaliśmy go. Jest jednym z podejrzanych.
Examine/FamilyTreePercival2/Section ds3,[h]Professor[/h] Percival Pointer.,[h]Profesor[/h] Percival Pointer.
Examine/FamilyTreePoppy1/Section ds0,Poppy Pointer.,Poppy Pointer.
Examine/FamilyTreePoppy1/Section ds1,She's half Remington and half Pointer.,"Jest w połowie Remington, w połowie Pointer."
Examine/FamilyTreePoppy1/Section ds2,Do you think she still lives here?,"Myślisz, że wciąż tu mieszka?"
Examine/FamilyTreePoppy2/Section ds0,Poppy Pointer.,Poppy Pointer.
Examine/FamilyTreePoppy2/Section ds2,We met her. She's one of the suspects.,Poznaliśmy ją. Jest jedną z podejrzanych.
Examine/FamilyTreePrim1/Section ds0,Primrose Remington.,Primrose Remington.
Examine/FamilyTreePrim1/Section ds1,I always liked the name Primrose...,Zawsze podobało mi się imię Primrose...
Examine/FamilyTreePrim1/Section ds2,Do you think she still lives here?,"Myślisz, że wciąż tu mieszka?"
Examine/FamilyTreePrim2/Section ds0,Primrose Remington.,Primrose Remington.
Examine/FamilyTreePrim2/Section ds2,I guess she doesn't live here anymore...,Chyba już tu nie mieszka...
Examine/FamilyTreeRichard1/Section ds1,Richard Remington.,Richard Remington.
Examine/FamilyTreeRichard1/Section ds2,The one and only.,Ten jedyny i niepowtarzalny.
