term,en,pl
Conversation/FelixStatement/Section ds25,I heard someone heading down the stairs - just outside my room.,"Usłyszałem, jak ktoś schodzi po schodach - tuż za drzwiami mojego pokoju."
Conversation/FelixStatement/Section ds27,A feeling [h]lingered[/h] in the air. Malevolent? Perhaps. Uncertain? ...as life itself-,W powietrzu [h]unosiło się[/h] jakieś uczucie. Złowrogie? Może. Niepewne? ...jak samo życie-
Conversation/FelixStatement/Section ds29,"Abridged version, please.",Poproszę wersję skróconą.
Conversation/FelixStatement/Section ds3,"This time I could tell, just from the sound, that something was wrong.","Tym razem, tylko po dźwięku, mogłem powiedzieć, że coś jest nie tak."
Conversation/FelixStatement/Section ds30,...right. Fine.,...no dobrze. Niech będzie.
Conversation/FelixStatement/Section ds38,"Shortly afterward, I heard a [h]second[/h] set of footsteps, going the same way.","Wkrótce potem usłyszałem [h]drugi[/h] zestaw kroków, idący w tym samym kierunku."
Conversation/FelixStatement/Section ds39,"So, I... looked out into the hallway.",Więc... wyjrzałem na korytarz.
Conversation/FelixStatement/Section ds4,"I got a glimpse of Poppy, disappearing down the staircase to the floor below.","Zobaczyłem przelotnie Poppy, znikającą po schodach na niższe piętro."
Conversation/FelixStatement/Section ds40,I thought perhaps she'd had a disagreement with Fitz - I know those two are close.,"Pomyślałem, że może pokłóciła się z Fitzem - wiem, że ta dwójka jest sobie bliska."
Conversation/FelixStatement/Section ds42,...,...
Conversation/FelixStatement/Section ds44,"Soon enough, everyone else made their excuses and left.",Niedługo potem wszyscy pozostali znaleźli wymówki i wyszli.
Conversation/FelixStatement/Section ds45,"Not I.
I stayed.
Flora needed me.","Nie ja.
Zostałem.
Flora mnie potrzebowała."
Conversation/FelixStatement/Section ds46,Including you?,Łącznie z tobą?
Conversation/FelixStatement/Section ds5,"Didn't know what to make of it, to be honest.","Szczerze mówiąc, nie wiedziałem, co o tym myśleć."
Conversation/FelixStatement/Section ds6,So I looked into [h]his[/h] room - just in case - but it was empty. As was the garden beyond his window.,Więc zajrzałem do [h]jego[/h] pokoju - na wszelki wypadek - ale był pusty. Podobnie jak ogród za jego oknem.
Conversation/FelixStatement/Section ds9,"Back in the hallway, I bumped into a very concerned-looking Penelope.",Z powrotem w korytarzu wpadłem na bardzo zaniepokojoną Penelope.
Conversation/FelixSuspicion/Section ds1,So - about this paint we found in your room...,"Więc - co do tej farby, którą znaleźliśmy w twoim pokoju..."
Conversation/FelixSuspicion/Section ds10,Not entirely...,Nie do końca...
Conversation/FelixSuspicion/Section ds11,"Look, the lid matches the ones on all my other paint pots. End of discussion!","Patrz, pokrywka pasuje do tych na wszystkich moich pozostałych słoikach z farbą. Koniec dyskusji!"
Conversation/FelixSuspicion/Section ds14,"It's not [h]your[/h] paint pot.
Did you take it from somewhere else?","To nie jest [h]twój[/h] słoik farby.
Zabrałeś go skądś indziej?"
Conversation/FelixSuspicion/Section ds15,That's not the end of the discussion.,To nie koniec dyskusji.
Conversation/FelixSuspicion/Section ds17,Something to prove who it actually belongs to.,"Coś, co dowodzi, do kogo naprawdę należy."
Conversation/FelixSuspicion/Section ds18,"That red paint is from [h]Freya's[/h] supplies, not yours.","Ta czerwona farba pochodzi z zapasów [h]Freyi,[/h] nie twoich."
Conversation/FelixSuspicion/Section ds2,Nothing suspicious [h]about[/h] it.,Nic w tym [h]podejrzanego.[/h]
Conversation/FelixSuspicion/Section ds20,,
Conversation/FelixSuspicion/Section ds22,Swapping the lids doesn't hide what you did.,"Zamiana pokrywek nie ukrywa tego, co zrobiłeś."
Conversation/FelixSuspicion/Section ds23,...,...
Conversation/FelixSuspicion/Section ds24,Why are you bothering me about [h]paint[/h] anyway? None of this is connected to your murder...,Czemu w ogóle zawracasz mi głowę [h]farbą?[/h] To wszystko nie ma nic wspólnego z waszym morderstwem...
Conversation/FelixSuspicion/Section ds28,,
Conversation/FelixSuspicion/Section ds29,"Oh.
That, uh-
...that's definitely something.","Ach.
To, yy-
...to zdecydowanie coś znaczy."
Conversation/FelixSuspicion/Section ds3,I used it... to paint - obviously.,Użyłem jej... żeby malować - oczywiście.
Conversation/FelixSuspicion/Section ds30,"Right. Fine.
Here's the story-","Dobra. Niech będzie.
Oto historia-"
Conversation/FelixSuspicion/Section ds31,I was busy working on... a project... when I suddenly realised I had run out of red paint.,"Byłem zajęty pracą nad... pewnym projektem... kiedy nagle zorientowałem się, że skończyła mi się czerwona farba."
Conversation/FelixSuspicion/Section ds32,"There was a certain amount of time pressure, so I [h]politely[/h] asked Freya if I could borrow hers.","Był pewien nacisk czasowy, więc [h]grzecznie[/h] zapytałem Freyę, czy mogę pożyczyć trochę jej."
Conversation/FelixSuspicion/Section ds33,"Just for a little while, you know. Perfectly reasonable request. ","Tylko na chwilę, wiesz. Całkiem rozsądna prośba."
Conversation/FelixSuspicion/Section ds34,But she said no.,Ale odmówiła.
Conversation/FelixSuspicion/Section ds35,I tried to explain why I needed it - but she didn't seem to care!,"Próbowałem wytłumaczyć, po co mi to potrzebne - ale wcale się tym nie przejęła!"
Conversation/FelixSuspicion/Section ds36,"So... ah, well-","Więc... ach, cóż-"
Conversation/FelixSuspicion/Section ds37,I took Freya's red paint pot and... swapped it with my own empty one.,"Wziąłem słoik czerwonej farby Freyi i... zamieniłem go na swój, pusty."
Conversation/FelixSuspicion/Section ds38,"Not my [i]proudest[/i] moment.
But it's just paint... I didn't touch anything else.","Niekoniecznie [i]dumna[/i] z tego chwila.
Ale to tylko farba... niczego innego nie ruszałem."
Conversation/FelixSuspicion/Section ds39,You went into her room?,Wszedłeś do jej pokoju?
Conversation/FelixSuspicion/Section ds4,Totally normal thing to do.,Całkowicie normalna rzecz do zrobienia.
Conversation/FelixSuspicion/Section ds40,And the paint pot you left behind was definitely empty...?,"A słoik farby, który zostawiłeś, na pewno był pusty...?"
Conversation/FelixSuspicion/Section ds41,Quite. I have absolutely no idea how it got [h]blood[/h] in it - if that's what you're asking.,"Ależ oczywiście. Nie mam absolutnie pojęcia, skąd wzięła się w nim [h]krew[/h] - jeśli o to pytasz."
Conversation/FelixSuspicion/Section ds42,"Why were you in such a hurry to get a hold of red paint, anyway?","Czemu tak bardzo się spieszyłeś, żeby zdobyć czerwoną farbę?"
Conversation/FelixSuspicion/Section ds43,......,......
Conversation/FelixSuspicion/Section ds44,I was trying to finish this in time for Flora's birthday.,Próbowałem to skończyć na czas na urodziny Flory.
Conversation/FelixSuspicion/Section ds46,Could you not have just used a different colour?,Nie mogłeś po prostu użyć innego koloru?
Conversation/FelixSuspicion/Section ds47,Out of the question.,Wykluczone.
Conversation/FelixSuspicion/Section ds48,If you managed to finish it - why haven't you given it to Flora yet?,Jeśli udało ci się to skończyć - czemu jeszcze nie dałeś tego Florze?
Conversation/FelixSuspicion/Section ds5,We never said it was suspicious.,"Nigdy nie powiedzieliśmy, że to podejrzane."
Conversation/FelixSuspicion/Section ds50,"Ah. Well.
I decided against it in the end. After what happened...","Ach. Cóż.
Ostatecznie się rozmyśliłem. Po tym, co się stało..."
Conversation/FelixSuspicion/Section ds51,Seemed a bit... insensitive.,Wydawało się to... trochę nie na miejscu.
Conversation/FelixSuspicion/Section ds53,It's not the right [h]colour.[/h],To nie jest właściwy [h]kolor.[/h]
Conversation/FelixSuspicion/Section ds55,It has the wrong [h]lid[/h] on.,Ma nie tę [h]pokrywkę.[/h]
Conversation/FelixSuspicion/Section ds58,Let's take a closer look at this...,Przyjrzyjmy się temu bliżej...
Conversation/FelixSuspicion/Section ds59,,
Conversation/FelixSuspicion/Section ds6,...,...
Conversation/FelixSuspicion/Section ds60,It [h]had[/h] to be red and white...,[h]Musiał[/h] być czerwono-biały...
Conversation/FelixSuspicion/Section ds61,I needed red to paint the final details.,Potrzebowałem czerwieni do ostatnich detali.
Conversation/FelixSuspicion/Section ds62,We need a [c]clue[/c] to compare with Felix's red paint. ,Potrzebujemy [c]tropu[/c] do porównania z czerwoną farbą Felixa.
Conversation/FelixSuspicion/Section ds7,"Come on then. Out with it!
What exactly are you accusing me of?","No dalej. Wykrztuś to!
O co dokładnie mnie oskarżasz?"
Conversation/FelixSuspicion/Section ds7 Choice 1,It's not [h]your[/h] paint pot.,To nie [h]twój[/h] słoik farby.
Conversation/FelixSuspicion/Section ds7 Choice 2,It's not the right [h]colour.[/h],To nie jest właściwy [h]kolor.[/h]
Conversation/FelixSuspicion/Section ds7 Choice 3,It has the wrong [h]lid[/h] on.,Ma nie tę [h]pokrywkę.[/h]
Conversation/FelixSuspicion/Section ds8,...you sure about that?,...jesteś tego pewien?
Conversation/FelixSuspicion/Section ds9,"What on earth...?
It's definitely mine.
I even have proof.","Co, u licha...?
Zdecydowanie mój.
Mam nawet dowód."
Conversation/FelixSuspicion/exitClueRequest0,Something to compare directly with the red paint pot...,Coś do bezpośredniego porównania ze słoikiem czerwonej farby...
Conversation/FelixTangleTower/Section ds21,"Charming, isn't it?
Built by the Remington family originally.","Urocze, prawda?
Zbudowane pierwotnie przez rodzinę Remington."
Conversation/FelixTangleTower/Section ds22,Dear Flora's father - and his... associates.,Ojciec drogiej Flory - i jego... współpracownicy.
Conversation/FelixTangleTower/Section ds23,"But now it's owned by you?
By the Fellow family?","Ale teraz należy do ciebie?
Do rodziny Fellow?"
Conversation/FelixTangleTower/Section ds24,The Fellows and the Pointers have [h]both[/h] come to claim a certain degree of ownership.,"[h]Zarówno[/h] Fellowowie, jak i Pointerowie doszli do pewnego stopnia współwłasności."
Conversation/FelixTangleTower/Section ds29,And who named it Tangle Tower?,A kto nazwał to Tangle Tower?
Conversation/FelixTangleTower/Section ds31,Flora chose the name.,Flora wybrała tę nazwę.
Conversation/FelixTangleTower/Section ds35,What does it mean?,Co to znaczy?
Conversation/FelixTangleTower/Section ds36,I think it was her intention that it mean nothing at all. Something of a [h]fresh start.[/h],"Myślę, że jej zamiarem było, żeby nie znaczyło zupełnie nic. Coś w rodzaju [h]nowego początku.[/h]"
Conversation/FelixTangleTower/Section ds37,From [h]what?[/h],Od [h]czego?[/h]
Conversation/FelixTangleTower/Section ds38,This really isn't for me to say - but she had some kind of disagreement with her siblings.,"To naprawdę nie moja sprawa, żeby o tym mówić - ale miała jakąś sprzeczkę z rodzeństwem."
Conversation/FelixTangleTower/Section ds39,"After they moved away, Flora changed the name of the house.","Po tym, jak się wyprowadzili, Flora zmieniła nazwę domu."
Conversation/FelixTangleTower/Section ds40,I think perhaps she hoped it would make them feel [h]unwelcome[/h] - less likely to come back.,"Myślę, że może liczyła, że sprawi to, że poczują się [h]niemile widziani[/h] - mniej skłonni do powrotu."
Conversation/FelixTangleTower/Section ds41,That's kind of extreme.,To trochę skrajne.
Conversation/FelixTangleTower/Section ds42,"Hahaha, yes - it is rather, isn't it?","Hahaha, tak - rzeczywiście, prawda?"
Conversation/FelixWireReel/Section ds10,"My friends, shed your hope and let it fall free like sandbags from a hot air balloon.","Moi przyjaciele, porzućcie nadzieję i pozwólcie jej opaść swobodnie, jak worki z piaskiem z balonu na gorące powietrze."
Conversation/FelixWireReel/Section ds12,We don't know. We were really hoping... you [h]would.[/h],"Nie wiemy. Naprawdę mieliśmy nadzieję, że... [h]ty[/h] będziesz wiedział."
Conversation/FelixWireReel/Section ds13,...that's the most depressing idiom I've ever heard.,"...to najbardziej przygnębiające powiedzenie, jakie w życiu słyszałam."
Conversation/FelixWireReel/Section ds7,What is it?,Co to jest?
Conversation/FelixYesterday/Section ds1,Why on [h]earth[/h] would you want to know about that?,Czemu na [h]Boga[/h] chciałbyś to wiedzieć?
Conversation/FelixYesterday/Section ds12,What qualifies as unusual?,Co się kwalifikuje jako niezwykłe?
Conversation/FelixYesterday/Section ds2,"The murder of Freya Fellow.
The reason... we're here?","O morderstwie Freyi Fellow.
O powodzie... naszego tu przybycia?"
Conversation/FelixYesterday/Section ds21,"It's a simple question Felix.
I'm sure you're up to it.","To proste pytanie, Felixie.
Jestem pewien, że dasz radę."
Conversation/FelixYesterday/Section ds22,What have you got?,Co masz?
Conversation/FelixYesterday/Section ds25,"I just...
-it's-
There's not much to tell.","Ja po prostu...
-to jest-
Niewiele jest do opowiedzenia."
Conversation/FelixYesterday/Section ds27,...,...
Conversation/FelixYesterday/Section ds3,"Ah, right - nasty business, very unfortunate...","Ach, racja - paskudna sprawa, bardzo nieszczęśliwa..."
Conversation/FelixYesterday/Section ds4,I regret that I can't be of [h]any[/h] help. But I wish you [h]all[/h] the best in your investigation.,"Żałuję, że nie mogę być w [h]żaden sposób[/h] pomocny. Ale życzę wam [h]jak najlepiej[/h] w waszym śledztwie."
Conversation/FelixYesterday/Section ds6,"Hear that, Grimoire? We're done here, let's go.","Słyszysz to, Grimoire? Skończyliśmy tu, chodźmy."
Conversation/FelixYesterday/Section ds7,"Mostly, I was in my room by myself, working on Flora's - uh...","Głównie byłem sam w swoim pokoju, pracując nad - Flory, yy..."
Conversation/FelixYesterday/Section ds8,-working on a project.,-pracując nad pewnym projektem.
Conversation/FelixYesterday/Section ds9,Your room is quite close to Flora's Tower... you didn't hear anything unusual?,Twój pokój jest dość blisko Flora's Tower... nie słyszałeś niczego niezwykłego?
Conversation/FelixYourself/Section ds1,"So, Felix.
What exactly do you... do?","Więc, Felixie.
Czym dokładnie się... zajmujesz?"
Conversation/FelixYourself/Section ds10,Don't you live here with your wife and daughter?,Nie mieszkasz tu z żoną i córką?
Conversation/FelixYourself/Section ds11,I go wherever the winds of destiny take me...,"Idę tam, dokąd niosą mnie wiatry przeznaczenia..."
Conversation/FelixYourself/Section ds12,"Yes, well... the Fellow family has certain loyalties...","Tak, cóż... rodzina Fellow ma pewne zobowiązania..."
Conversation/FelixYourself/Section ds13,And with Flora the way she is...,"A biorąc pod uwagę, jaka jest Flora..."
Conversation/FelixYourself/Section ds14,"Nothing wrong with raising a family, Mr Fellow.","Nie ma nic złego w założeniu rodziny, panie Fellow."
Conversation/FelixYourself/Section ds15,"...don't misunderstand me.
Fiona and Flora are my entire world!","...nie zrozum mnie źle.
Fiona i Flora są całym moim światem!"
